id,CPU (cores),Memory (GB),Executor,Arrival Time (T_A),Start Time (T_S),Finish Time (T_F),Waiting Time (T_W),Estimated Finish Time (T_est),Deadline Violation Time (T_D),Deadline Satisfied,Placement List
job-244,1,10,8,12153,16206,16235,4053,29,12404,false,C-l-0 C-l-2 C-l-0 C-l-2 C-l-2 C-l-0 C-l-2 C-l-0 
job-245,6,11,4,12211,16226,16238,4015,12,12352,false,C-l-1 L-l-0 L-l-0 C-l-1 
job-243,1,7,4,12107,16206,16265,4099,59,12332,false,L-m-0 L-m-0 C-s-2 L-m-0 
job-247,3,12,5,12312,16265,16331,3953,66,12517,false,L-m-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-246,2,9,1,12262,16265,16357,4003,92,12611,false,L-s-0 
job-249,4,9,8,12391,16331,16419,3940,88,12656,false,L-l-0 C-l-0 L-l-0 C-l-0 C-l-0 L-l-0 C-s-1 L-m-0 
job-248,1,9,2,12348,16331,16477,3983,146,12584,false,L-m-0 L-m-0 
job-250,1,9,4,12431,16331,16546,3900,215,12837,false,C-l-1 C-l-1 C-l-1 C-l-1 
job-251,3,12,8,12483,16331,16735,3848,404,13052,false,C-l-2 C-l-2 C-l-2 C-l-2 C-l-1 C-m-2 C-s-2 C-m-2 
job-252,3,12,6,12528,16735,16883,4207,148,12777,false,L-m-0 L-l-0 L-l-0 L-l-0 L-m-0 L-l-0 
job-253,5,11,5,12581,16735,17028,4154,293,12881,false,C-l-0 C-l-1 C-l-1 C-m-0 C-l-0 
job-254,5,4,7,12629,17028,17041,4399,13,12784,false,C-l-1 L-l-0 C-l-0 C-l-1 C-l-0 L-l-0 L-m-0 
job-255,6,10,8,12669,17041,17326,4372,285,12954,false,L-l-0 C-l-0 C-l-2 C-l-2 C-l-0 L-l-0 C-m-0 L-m-0 
job-256,5,7,7,12720,17326,17444,4606,118,13036,false,C-l-1 L-l-0 C-l-0 C-l-1 C-l-0 L-l-0 L-m-0 
job-257,6,5,4,12758,17444,17460,4686,16,12925,false,L-m-0 L-l-0 L-l-0 C-m-0 
job-258,6,11,7,12810,17444,17506,4634,62,12968,false,C-m-1 C-l-2 C-l-1 C-l-1 C-l-0 C-l-0 C-l-2 
job-260,5,12,3,12914,17460,17533,4546,73,13083,false,L-m-0 L-l-0 L-l-0 
job-259,3,11,5,12864,17444,17543,4580,99,13133,false,C-s-1 C-m-2 L-s-0 C-m-2 C-s-2 
job-261,5,4,8,12977,17506,17677,4529,171,13339,false,C-m-1 C-l-2 C-l-0 C-l-1 C-l-0 C-l-2 C-l-1 C-m-0 
job-262,5,4,6,13022,17677,17809,4655,132,13361,false,L-m-0 C-l-0 C-l-0 C-m-0 L-l-0 L-l-0 
job-263,2,12,4,13069,17809,17853,4740,44,13374,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-264,2,11,8,13130,17809,17879,4679,70,13348,false,L-s-0 C-l-0 C-l-0 C-l-0 C-l-0 L-m-0 C-s-1 L-m-0 
job-265,6,4,6,13200,17809,17945,4609,136,13625,false,C-m-0 C-l-2 C-l-1 C-l-1 C-l-2 C-m-1 
job-266,1,4,6,13255,17879,17956,4624,77,13439,false,C-m-1 C-m-1 L-s-0 C-m-0 C-m-0 L-s-0 
job-267,1,9,1,13301,17956,17975,4655,19,13419,false,L-s-0 
job-269,5,12,3,13409,17956,17984,4547,28,13581,false,L-l-0 L-l-0 C-m-1 
job-268,6,11,1,13360,17956,17996,4596,40,13641,false,L-m-0 
job-270,2,5,3,13455,17984,18026,4529,42,13662,false,L-s-0 L-s-0 L-m-0 
job-271,5,6,3,13505,17984,18048,4479,64,13721,false,L-l-0 L-l-0 C-m-0 
job-272,2,10,3,13563,17984,18265,4421,281,13943,false,C-s-1 L-l-0 C-m-0 
job-275,4,4,6,13713,18265,18375,4552,110,14064,false,L-m-0 C-l-0 C-l-0 C-s-1 C-l-0 L-l-0 
job-273,2,11,3,13623,18265,18398,4642,133,13987,false,L-m-0 L-m-0 L-s-0 
job-274,6,11,1,13677,18265,18424,4588,159,14112,false,L-l-0 
job-278,5,10,5,13850,18424,18479,4574,55,14160,false,L-l-0 L-l-0 C-l-0 C-m-1 C-l-0 
job-276,5,4,1,13760,18265,18487,4505,222,14189,false,C-m-0 
job-277,6,10,1,13803,18424,18539,4621,115,13934,false,L-m-0 
job-279,1,6,1,13898,18539,18638,4641,99,14227,false,L-s-0 
job-280,3,8,1,13948,18638,18731,4690,93,14044,false,L-s-0 
job-281,6,10,7,13992,18638,18743,4646,105,14394,false,L-l-0 C-l-1 C-l-0 L-l-0 C-l-1 C-l-0 L-m-0 
job-282,1,8,5,14040,18731,18768,4691,37,14149,false,C-s-1 L-m-0 L-m-0 C-s-1 L-s-0 
job-283,3,12,1,14091,18731,18792,4640,61,14228,false,C-s-2 
job-284,6,5,5,14135,18731,18799,4596,68,14382,false,C-m-2 C-m-1 C-l-2 C-m-0 C-l-2 
job-285,6,10,7,14192,18743,18872,4551,129,14458,false,L-l-0 L-l-0 L-m-0 C-l-1 C-l-1 C-l-0 C-l-0 
job-287,4,7,4,14288,18799,18930,4511,131,14554,false,C-m-0 C-m-2 C-m-2 C-m-0 
job-286,4,4,7,14248,18799,18953,4551,154,14404,false,L-s-0 C-l-2 C-l-2 C-m-1 C-l-2 C-s-1 C-m-1 
job-288,6,12,5,14343,18872,18972,4529,100,14496,false,L-l-0 C-l-0 L-l-0 L-m-0 C-l-0 
job-290,5,10,6,14435,18972,19055,4537,83,14749,false,L-m-0 C-l-0 L-l-0 C-m-1 C-l-0 L-l-0 
job-289,4,10,8,14392,18930,19115,4538,185,14868,false,C-l-1 C-s-2 C-l-1 C-l-1 C-m-0 C-m-2 C-m-0 C-m-2 
job-293,6,12,4,14588,19115,19140,4527,25,14709,false,L-l-0 C-l-0 C-l-0 L-l-0 
job-291,2,8,1,14490,19115,19147,4625,32,14542,false,L-s-0 
job-294,3,5,8,14631,19115,19224,4484,109,14889,false,C-l-1 C-l-1 C-l-2 C-l-2 C-l-1 C-l-2 C-l-1 L-m-0 
job-292,3,12,1,14541,19115,19224,4574,109,14757,false,L-m-0 
job-295,2,4,6,14676,19224,19243,4548,19,14778,false,L-m-0 L-l-0 L-m-0 L-l-0 L-l-0 L-l-0 
job-296,2,6,5,14731,19224,19276,4493,52,14811,false,L-s-0 L-l-0 L-s-0 C-s-1 L-l-0 
job-297,6,7,2,14781,19224,19414,4443,190,15064,false,C-l-0 C-l-0 
job-298,1,5,5,14827,19414,19492,4587,78,15088,false,L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 
job-299,6,4,8,14884,19414,19750,4530,336,15225,false,L-l-0 C-l-0 C-l-0 C-l-2 C-l-1 L-l-0 C-l-2 C-l-1 
job-301,4,8,6,14975,19750,19775,4775,25,15098,false,C-s-1 L-l-0 L-m-0 L-l-0 L-s-0 L-l-0 
job-300,1,6,4,14931,19492,19782,4561,290,15447,false,L-m-0 L-m-0 L-m-0 L-m-0 
job-302,5,12,8,15029,19750,20001,4721,251,15388,false,C-m-1 C-l-1 C-l-1 C-l-2 C-l-0 C-l-2 C-l-0 C-m-0 
job-304,5,9,1,15129,20001,20047,4872,46,15324,false,C-m-0 
job-303,4,4,7,15063,20001,20057,4938,56,15293,false,L-l-0 L-m-0 L-s-0 L-l-0 L-m-0 L-l-0 C-s-1 
job-305,2,6,2,15178,20001,20074,4823,73,15513,false,C-s-2 C-m-0 
job-306,1,8,2,15235,20074,20145,4839,71,15440,false,L-s-0 L-s-0 
job-307,5,10,5,15278,20074,20171,4796,97,15442,false,L-l-0 L-l-0 C-l-0 L-m-0 C-l-0 
job-308,2,4,5,15324,20074,20330,4750,256,15613,false,C-s-1 C-l-0 L-m-0 C-s-1 L-l-0 
job-309,4,6,4,15366,20330,20433,4964,103,15470,false,L-l-0 L-l-0 L-s-0 L-l-0 
job-310,3,10,1,15414,20330,20436,4916,106,15672,false,L-m-0 
job-314,6,11,3,15596,20436,20467,4840,31,15735,false,C-l-1 C-l-1 C-m-0 
job-313,5,4,4,15549,20436,20486,4887,50,15847,false,L-l-0 L-l-0 C-l-0 C-l-0 
job-315,2,12,7,15641,20436,20486,4795,50,15872,false,L-l-0 C-l-2 C-l-2 C-l-2 C-m-0 C-l-2 C-l-0 
job-312,1,6,4,15500,20436,20536,4936,100,15683,false,L-s-0 L-m-0 L-m-0 L-m-0 
job-317,2,4,6,15744,20436,20548,4692,112,15998,false,C-m-2 C-m-2 C-m-1 C-m-2 C-m-1 C-m-2 
job-311,5,10,1,15462,20436,20569,4974,133,15846,false,L-m-0 
job-316,2,10,3,15691,20436,20592,4745,156,15890,false,C-m-1 C-m-1 L-s-0 
job-318,5,7,4,15784,20486,20700,4702,214,16146,false,L-l-0 L-l-0 C-l-0 C-l-0 
job-321,4,10,7,15934,20700,20738,4766,38,16069,false,C-l-0 C-l-1 C-l-1 L-s-0 C-l-1 C-l-0 C-l-0 
job-319,4,11,2,15837,20700,20757,4863,57,16070,false,L-m-0 L-m-0 
job-322,6,6,7,15982,20738,20818,4756,80,16210,false,C-l-0 C-l-0 C-l-1 C-m-0 C-l-1 C-l-2 C-l-2 
job-323,2,11,6,16037,20738,20840,4701,102,16344,false,L-s-0 C-m-1 C-m-2 C-m-2 C-m-1 C-m-0 
job-320,4,8,3,15888,20700,20844,4812,144,16286,false,L-l-0 L-l-0 L-l-0 
job-324,6,7,8,16087,20818,20913,4731,95,16431,false,C-l-0 C-l-0 C-l-2 C-l-1 C-l-1 C-m-0 C-l-2 L-m-0 
job-325,6,4,5,16134,20913,20947,4779,34,16365,false,L-m-0 C-l-0 L-l-0 L-l-0 C-l-0 
job-327,3,11,7,16251,20913,20961,4662,48,16578,false,L-s-0 C-l-2 C-l-2 C-m-0 C-l-2 C-l-2 C-m-0 
job-326,3,11,4,16187,20913,20992,4726,79,16411,false,C-l-1 C-l-1 C-l-1 C-l-1 
job-328,1,8,2,16312,20992,21007,4680,15,16538,false,L-s-0 L-s-0 
job-331,5,7,8,16448,20992,21028,4544,36,16498,false,C-l-0 C-l-1 C-l-2 C-l-2 C-l-1 C-m-2 C-m-1 C-m-0 
job-330,1,8,6,16405,20992,21032,4587,40,16531,false,C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 L-m-0 
job-329,3,10,6,16356,20992,21082,4636,90,16549,false,L-l-0 L-m-0 L-m-0 L-l-0 L-l-0 L-l-0 
job-332,6,7,5,16489,21028,21154,4539,126,16621,false,C-l-2 C-l-2 C-l-1 C-l-0 C-l-1 
job-333,4,6,8,16536,21154,21185,4618,31,16825,false,L-m-0 L-l-0 L-l-0 L-l-0 C-m-0 L-s-0 L-m-0 C-m-0 
job-334,5,10,6,16588,21154,21209,4566,55,16657,false,C-l-0 C-l-1 C-l-1 C-l-2 C-l-0 C-l-2 
job-335,2,9,4,16647,21185,21217,4538,32,16789,false,L-s-0 C-l-0 C-l-1 C-l-2 
job-336,3,11,5,16700,21185,21299,4485,114,17007,false,L-m-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-337,4,6,2,16746,21185,21328,4439,143,17133,false,L-m-0 C-s-1 
job-338,4,12,1,16793,21328,21367,4535,39,16995,false,L-s-0 
job-339,4,5,6,16842,21328,21397,4486,69,17102,false,C-s-1 L-m-0 L-m-0 L-l-0 L-l-0 L-l-0 
job-340,4,10,8,16897,21328,21825,4431,497,17528,false,C-l-0 C-l-2 C-l-0 C-l-2 C-m-0 C-l-2 C-l-0 C-m-0 
job-341,1,12,6,16959,21825,21927,4866,102,17221,false,L-m-0 L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 
job-342,2,9,4,17001,21927,21946,4926,19,17143,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-343,4,4,8,17063,21927,22105,4864,178,17496,false,C-s-1 C-l-1 L-m-0 C-l-1 C-l-1 L-s-0 L-l-0 L-m-0 
job-344,6,9,5,17123,22105,22116,4982,11,17339,false,L-m-0 C-l-0 L-l-0 L-l-0 C-l-0 
job-345,3,5,5,17166,22105,22163,4939,58,17305,false,L-s-0 C-l-1 C-l-1 C-l-1 C-l-1 
job-346,2,8,8,17215,22105,22233,4890,128,17553,false,L-m-0 C-m-1 C-m-0 C-m-1 C-m-0 C-m-0 C-m-1 C-m-0 
job-347,5,7,2,17263,22233,22252,4970,19,17551,false,L-l-0 L-l-0 
job-348,6,7,5,17327,22233,22269,4906,36,17593,false,C-l-0 C-l-1 C-l-1 L-m-0 C-l-0 
job-349,2,5,1,17373,22269,22448,4896,179,17729,false,L-s-0 
job-350,3,6,2,17425,22448,22488,5023,40,17634,false,L-m-0 L-m-0 
job-351,1,6,5,17471,22488,22499,5017,11,17758,false,L-m-0 L-m-0 L-m-0 L-m-0 L-m-0 
job-352,6,5,6,17511,22488,22582,4977,94,17803,false,C-l-0 L-l-0 C-l-1 C-l-1 C-l-0 L-l-0 
job-353,4,4,4,17578,22582,22619,5004,37,17797,false,L-l-0 L-l-0 L-s-0 L-l-0 
job-355,2,4,8,17684,22582,22654,4898,72,17984,false,L-m-0 C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 L-m-0 L-m-0 
job-356,2,10,6,17735,22582,22748,4847,166,17955,false,C-s-1 C-l-1 C-l-1 C-l-0 C-l-1 C-l-1 
job-357,3,6,6,17778,22748,22802,4970,54,17896,false,L-m-0 L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 
job-354,1,7,1,17622,22582,22809,4960,227,18148,false,L-m-0 
job-359,6,8,8,17868,22802,23169,4934,367,18434,false,L-l-0 L-l-0 C-l-1 C-l-1 C-l-2 L-m-0 C-l-2 C-m-0 
job-358,2,8,8,17825,22748,23191,4923,443,18383,false,C-l-0 C-l-0 C-l-0 L-s-0 C-l-0 C-l-0 L-s-0 C-l-0 
job-361,5,8,1,17968,23169,23194,5201,25,18104,false,L-m-0 
job-360,2,5,5,17916,23169,23201,5253,32,18084,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-363,4,6,4,18078,23169,23220,5091,51,18358,false,C-s-1 C-l-2 C-l-2 C-l-2 
job-364,6,7,5,18116,23169,23232,5053,63,18351,false,C-m-0 C-l-1 C-m-2 C-m-1 C-l-1 
job-362,1,5,6,18036,23169,23281,5133,112,18195,false,L-m-0 L-l-0 L-m-0 L-m-0 C-s-0 L-l-0 
job-365,4,9,1,18170,23281,23317,5111,36,18422,false,L-s-0 
job-366,5,12,6,18219,23281,23371,5062,90,18507,false,L-m-0 C-l-0 C-l-0 C-m-0 L-l-0 L-l-0 
job-367,6,7,6,18273,23281,23594,5008,313,18759,false,C-m-2 C-l-1 C-l-2 C-m-1 C-l-1 C-l-2 
job-368,5,10,7,18314,23594,23606,5280,12,18582,false,C-l-1 L-l-0 C-l-0 C-l-1 C-l-0 L-l-0 L-m-0 
job-369,3,7,5,18367,23594,23758,5227,164,18819,false,C-l-2 C-l-2 L-m-0 C-l-2 C-l-2 
job-370,3,6,3,18413,23758,23789,5345,31,18569,false,L-l-0 L-l-0 L-l-0 
job-371,6,12,1,18463,23758,23812,5295,54,18531,false,L-m-0 
job-373,5,10,3,18557,23758,23884,5201,126,18849,false,C-m-1 C-l-0 C-l-0 
job-372,4,5,3,18515,23758,24078,5243,320,19113,false,L-s-0 C-m-0 C-m-0 
job-374,3,7,5,18593,24078,24145,5485,67,18929,false,L-l-0 L-s-0 L-l-0 L-l-0 L-l-0 
job-376,5,8,4,18683,24078,24161,5395,83,18851,false,L-m-0 C-l-1 C-l-1 C-m-0 
job-378,1,11,8,18793,24161,24177,5368,16,18955,false,C-m-0 L-l-0 C-m-0 L-l-0 L-l-0 L-m-0 L-s-0 L-m-0 
job-377,5,6,1,18741,24145,24193,5404,48,18858,false,L-l-0 
job-375,1,4,2,18642,24078,24195,5436,117,18917,false,L-s-0 L-m-0 
job-380,5,8,6,18886,24161,24333,5275,172,19130,false,C-m-0 C-l-0 C-l-1 C-m-1 C-l-0 C-l-1 
job-379,4,12,5,18839,24161,24375,5322,214,19305,false,C-m-2 C-l-2 C-l-2 C-m-2 C-l-2 
job-381,2,9,3,18931,24333,24484,5402,151,19309,false,L-m-0 L-m-0 L-m-0 
job-382,3,11,1,18980,24484,24498,5504,14,19102,false,L-s-0 
job-383,2,4,7,19032,24484,24563,5452,79,19249,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-m-0 
job-384,2,5,3,19088,24563,24618,5475,55,19387,false,L-m-0 L-m-0 L-m-0 
job-386,1,12,6,19198,24563,24631,5365,68,19299,false,C-s-1 L-l-0 L-l-0 L-m-0 L-l-0 L-l-0 
job-387,5,12,7,19254,24563,24654,5309,91,19579,false,C-m-0 C-l-2 C-l-1 C-l-2 C-l-0 C-l-1 C-l-0 
job-385,3,8,1,19136,24563,24954,5427,391,19773,false,L-s-0 
job-388,2,6,3,19310,24954,25018,5644,64,19435,false,L-m-0 L-m-0 L-m-0 
job-390,2,11,7,19433,25018,25051,5585,33,19758,false,L-m-0 C-l-0 C-l-0 C-s-1 C-l-0 C-l-0 L-m-0 
job-391,5,5,6,19493,25018,25075,5525,57,19738,false,C-m-1 C-l-2 C-l-1 C-m-0 C-l-1 C-l-2 
job-389,3,9,6,19366,24954,25077,5588,123,19574,false,L-l-0 L-l-0 L-s-0 C-s-2 L-l-0 L-l-0 
job-392,2,9,4,19544,25075,25157,5531,82,19822,false,C-s-0 L-m-0 L-m-0 L-m-0 
job-393,1,12,2,19593,25075,25169,5482,94,19901,false,C-m-0 C-m-0 
job-394,4,7,5,19637,25157,25191,5520,34,19758,false,L-s-0 L-l-0 L-l-0 C-m-0 L-l-0 
job-396,4,12,8,19752,25157,25232,5405,75,19852,false,C-l-1 C-l-1 C-l-2 C-l-2 C-l-1 L-m-0 C-s-1 C-l-2 
job-398,5,8,6,19858,25232,25256,5374,24,19994,false,C-l-1 C-l-0 L-l-0 C-l-1 C-l-0 L-l-0 
job-397,1,4,2,19818,25157,25279,5339,122,20201,false,C-s-2 C-s-2 
job-395,4,10,1,19698,25157,25319,5459,162,19878,false,L-m-0 
job-400,6,4,3,19970,25232,25378,5262,146,20309,false,C-m-1 C-l-2 C-l-2 
job-399,5,10,1,19908,25232,25420,5324,188,20378,false,C-m-0 
job-401,3,12,2,20036,25420,25445,5384,25,20236,false,L-m-0 L-m-0 
job-402,5,10,3,20101,25420,25513,5319,93,20269,false,L-l-0 L-l-0 C-m-0 
job-403,1,5,1,20139,25513,25556,5374,43,20461,false,L-s-0 
job-404,2,9,3,20194,25513,25900,5319,387,20729,false,L-s-0 L-m-0 L-m-0 
job-406,3,11,7,20306,25900,25938,5594,38,20493,false,L-m-0 C-l-0 C-l-0 L-m-0 C-l-0 C-l-0 L-s-0 
job-407,4,10,3,20347,25900,26015,5553,115,20581,false,C-l-1 C-l-1 C-l-1 
job-408,5,5,5,20401,26015,26034,5614,19,20608,false,L-m-0 C-l-1 C-l-0 C-l-1 C-l-0 
job-405,2,9,5,20260,25900,26035,5640,135,20530,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-409,3,5,8,20442,26015,26207,5573,192,20801,false,L-s-0 C-l-2 C-l-2 C-l-2 C-l-2 C-m-0 C-m-0 L-m-0 
job-410,2,7,5,20487,26207,26220,5720,13,20661,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-411,5,8,5,20544,26207,26385,5663,178,20730,false,C-l-1 C-l-1 C-l-0 L-m-0 C-l-0 
job-412,5,8,5,20592,26385,26396,5793,11,20667,false,L-l-0 L-l-0 C-l-0 L-m-0 C-l-0 
job-414,4,6,5,20692,26385,26496,5693,111,20821,false,C-m-2 C-s-1 C-m-2 C-s-0 C-s-2 
job-413,3,6,4,20648,26385,26501,5737,116,20815,false,L-s-0 L-m-0 C-m-0 C-m-0 
job-416,5,6,8,20775,26496,26562,5721,66,20934,false,C-m-1 C-l-1 C-l-0 L-l-0 L-l-0 C-l-0 C-l-1 L-m-0 
job-415,3,4,1,20731,26385,26575,5654,190,20983,false,C-m-1 
job-417,1,11,6,20835,26562,26658,5727,96,20959,false,L-l-0 L-l-0 C-m-1 L-l-0 C-m-1 L-l-0 
job-418,3,7,8,20890,26562,26666,5672,104,21164,false,L-s-0 C-l-0 C-l-0 C-l-0 C-l-0 L-m-0 C-s-1 L-m-0 
job-420,5,12,4,20982,26666,26686,5684,20,21028,false,L-m-0 L-l-0 L-l-0 C-m-0 
job-419,2,9,1,20942,26666,26816,5724,150,21107,false,L-s-0 
job-421,1,10,1,21018,26816,26827,5798,11,21086,false,L-s-0 
job-423,3,9,5,21123,26816,26957,5693,141,21413,false,L-l-0 L-l-0 L-l-0 C-s-2 L-l-0 
job-422,1,8,4,21069,26816,26965,5747,149,21361,false,L-m-0 L-m-0 L-m-0 L-m-0 
job-424,2,11,3,21178,26957,27007,5779,50,21366,false,L-l-0 L-l-0 L-l-0 
job-425,6,7,4,21227,26957,27061,5730,104,21595,false,C-m-0 C-l-1 C-l-1 L-l-0 
job-426,6,10,6,21286,26957,27087,5671,130,21709,false,C-m-2 C-l-2 C-l-0 C-m-1 C-l-2 C-l-0 
job-427,2,9,8,21340,27061,27127,5721,66,21676,false,L-s-0 L-l-0 L-l-0 C-m-2 L-l-0 C-m-1 L-l-0 L-l-0 
job-428,5,9,4,21391,27061,27238,5670,177,21756,false,L-m-0 C-l-1 C-l-1 C-m-0 
job-429,2,8,8,21434,27061,27316,5627,255,21877,false,C-s-0 C-s-0 C-s-2 C-s-1 C-l-1 C-m-0 C-s-1 L-m-0 
job-430,6,4,5,21484,27316,27343,5832,27,21676,false,L-m-0 C-l-0 L-l-0 L-l-0 C-l-0 
job-433,6,12,6,21629,27343,27373,5714,30,21899,false,L-m-0 L-l-0 C-l-0 C-m-0 C-l-0 L-l-0 
job-431,6,7,2,21527,27316,27386,5789,70,21795,false,C-l-1 C-l-1 
job-432,3,8,7,21576,27316,27399,5740,83,21908,false,C-m-1 C-l-2 C-l-2 C-m-1 C-l-2 C-l-2 L-s-0 
job-434,2,8,8,21673,27343,27490,5670,147,21839,false,C-s-2 C-s-1 C-s-0 C-s-1 C-s-0 L-m-0 C-m-1 C-m-0 
job-435,3,8,3,21727,27490,27514,5763,24,21773,false,L-m-0 L-m-0 L-s-0 
job-437,1,6,6,21849,27490,27606,5641,116,21979,false,C-m-0 L-m-0 L-m-0 C-m-0 C-m-0 L-s-0 
job-436,3,8,4,21789,27490,27956,5701,466,22508,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-439,5,5,5,21935,27956,27986,6021,30,22063,false,L-l-0 C-l-0 C-l-0 C-m-0 L-l-0 
job-438,3,11,3,21889,27956,28044,6067,88,22164,false,L-m-0 L-m-0 L-s-0 
job-441,6,10,1,22039,27986,28320,5947,334,22429,false,C-m-1 
job-440,6,4,7,21989,27986,28320,5997,334,22333,false,L-l-0 L-l-0 C-l-0 C-l-0 C-l-2 C-l-2 C-m-0 
job-444,3,4,7,22186,28320,28371,6134,51,22323,false,C-l-0 C-l-0 C-l-1 C-l-0 C-l-1 C-l-0 C-l-1 
job-442,2,5,1,22089,28320,28413,6231,93,22381,false,L-s-0 
job-443,3,5,7,22133,28320,28447,6187,127,22444,false,L-m-0 L-m-0 L-l-0 C-s-1 L-l-0 L-l-0 L-l-0 
job-448,3,4,8,22386,28447,28503,6061,56,22642,false,C-l-0 C-l-0 C-l-2 C-l-2 C-l-2 C-l-2 C-l-0 L-m-0 
job-447,6,4,5,22332,28447,28507,6115,60,22593,false,L-l-0 L-l-0 C-l-1 C-m-0 C-l-1 
job-450,4,11,7,22486,28503,28518,6017,15,22574,false,C-l-0 C-l-2 C-l-0 C-m-1 C-l-2 C-l-0 C-l-2 
job-449,1,10,6,22441,28503,28522,6062,19,22564,false,C-m-1 C-m-1 L-m-0 C-m-0 C-m-0 L-m-0 
job-446,4,12,1,22279,28447,28546,6168,99,22524,false,L-m-0 
job-445,1,4,3,22251,28447,28550,6196,103,22387,false,L-s-0 L-s-0 L-s-0 
job-453,6,4,7,22641,28518,28560,5877,42,22726,false,L-l-0 C-m-1 C-l-0 C-l-1 C-l-1 C-m-0 C-l-0 
job-451,6,6,1,22539,28503,28618,5964,115,22852,false,C-m-2 
job-452,2,12,2,22591,28503,28639,5912,136,22921,false,C-m-2 C-s-1 
job-454,4,10,2,22679,28618,28644,5939,26,23002,false,L-s-0 C-m-2 
job-455,3,6,8,22737,28618,28707,5881,89,23101,false,C-m-0 L-l-0 L-l-0 L-l-0 L-l-0 L-m-0 C-m-0 L-m-0 
job-456,1,9,7,22786,28707,28731,5921,24,23069,false,L-m-0 L-l-0 L-l-0 L-l-0 L-m-0 L-l-0 L-m-0 
job-457,5,12,8,22831,28707,28739,5876,32,22915,false,C-m-0 C-l-0 C-l-1 C-l-1 C-l-0 C-l-2 C-l-2 L-l-0 
job-459,5,11,3,22955,28739,28755,5784,16,23260,false,C-l-0 L-l-0 C-l-0 
job-458,4,11,3,22891,28731,28756,5840,25,23002,false,L-m-0 L-l-0 L-m-0 
job-461,2,9,4,23051,28756,28808,5705,52,23385,false,L-l-0 L-l-0 L-l-0 L-l-0 
job-462,6,8,2,23116,28756,28848,5640,92,23437,false,C-m-0 L-m-0 
job-463,3,8,2,23178,28808,28862,5630,54,23312,false,L-l-0 L-l-0 
job-464,3,11,2,23229,28862,28899,5633,37,23310,false,L-m-0 L-m-0 
job-460,2,8,1,23001,28756,28926,5755,170,23452,false,L-s-0 
job-465,5,6,4,23282,28862,29040,5580,178,23596,false,L-l-0 C-l-0 C-l-0 L-l-0 
job-466,5,10,2,23355,29040,29051,5685,11,23503,false,L-l-0 L-l-0 
job-467,3,6,6,23392,29040,29216,5648,176,23833,false,L-m-0 C-l-0 C-l-0 L-m-0 C-l-0 C-l-0 
job-468,2,7,6,23446,29040,29220,5594,180,23834,false,L-l-0 L-m-0 L-s-0 C-s-2 L-s-0 C-s-2 
job-469,6,12,1,23496,29220,29232,5724,12,23692,false,L-m-0 
job-470,6,9,1,23550,29220,29382,5670,162,23813,false,L-l-0 
job-471,1,11,7,23591,29382,29415,5791,33,23624,false,L-m-0 L-l-0 L-l-0 L-s-0 L-l-0 L-l-0 L-m-0 
job-473,4,12,7,23693,29382,29458,5689,76,23849,false,C-s-0 C-l-2 C-l-0 C-l-2 C-l-0 C-l-0 C-l-2 
job-474,4,11,6,23747,29415,29537,5668,122,24143,false,L-m-0 L-l-0 L-l-0 L-s-0 L-l-0 C-s-1 
job-472,3,10,8,23640,29382,29539,5742,157,23891,false,C-s-2 C-l-1 C-l-1 C-l-1 C-l-1 L-m-0 C-m-1 C-m-1 
job-475,5,7,6,23791,29458,29594,5667,136,23960,false,C-m-0 C-l-2 C-l-0 C-m-2 C-l-0 C-l-2 
job-477,5,10,6,23891,29594,29667,5703,73,24143,false,C-l-2 C-l-0 C-l-0 C-l-2 C-l-1 C-l-1 
job-476,5,8,4,23833,29539,29840,5706,301,24261,false,C-m-1 L-l-0 L-l-0 L-m-0 
job-481,2,4,5,24096,29840,29929,5744,89,24416,false,C-l-0 C-l-0 C-l-0 C-l-0 C-l-0 
job-478,1,8,4,23947,29840,30003,5893,163,24403,false,L-m-0 L-m-0 L-m-0 L-m-0 
job-479,2,7,6,23989,29840,30047,5851,207,24339,false,L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 L-l-0 
job-480,3,8,1,24049,29840,30638,5791,798,24988,false,L-s-0 
job-482,5,9,2,24143,30638,30678,6495,40,24293,false,L-l-0 L-l-0 
job-483,3,9,7,24204,30638,30789,6434,151,24554,false,L-s-0 C-l-0 C-l-0 L-m-0 C-l-0 C-l-0 L-m-0 
job-486,5,9,5,24354,30789,30834,6435,45,24653,false,C-l-0 C-l-1 C-l-1 C-m-0 C-l-0 
